text,tag,lang,emoticon
"#Noticia Hoy lamentamos dar esta mala noticia pero creo que es lo mejor! Nuestro Gran CO-CEO Francisco ""Frenchu"" falleció hoy a causa del COVID-19, es una lastima perder a tan valiosa persona! Pero seguiremos adelante para traeros lo mejor de los mejor! R.I.P Francisco ! &lt;3 &lt;3 &lt;3 https://t.co/abNdWRCKWt",mourning,es,0
"Falleció la reportera playense Martha Caballero por COVID-19. En unos minutos la información completa, se culpa de su muerte por negligencia a la administración de @LauraBeristain, nunca hicieron nada para cuidarla.
Descansa en paz querida amiga, siempre fuiste increíble. https://t.co/ugn7dwmKhW",mourning,es,0
"Descanse en paz, Arturo Huizar, considerado un referente por su voz en el metal mexicano, vocalista de Luzbel. Su fallecimiento se debió a complicaciones de la diabetes, aunado a COVID-19 #AltavozConLaloCastillo #MáximaFm https://t.co/jS9fa9BiMH",mourning,es,0
"MUERE PERIODISTA POR COVID-19 EN QR
*Acusó de negligencia al ayuntamiento por obligarla a trabajar 
*Se trata del primer caso conocido de un periodista que fallece por el virus 

https://t.co/9JyPBbrF37 que su memoria sea eterna. Descansa en Paz Marthita Caballero @JLToledoM",mourning,es,0
"""Historia de una gaviota y el gato que le enseñó a volar"" será transmitida por TV Educa #Chile.

En honor al escritor nacional Luis Sepúlveda, quien falleció recientemente a causa del coronavirus.

https://t.co/2dXEZnB40r vía @24HorasTVN https://t.co/WVDUc4aXUu",mourning,es,0
"Confirmamos un total de 113 personas positivas y 51 recuperadas de COVID-19 en la ciudad. 

Además, @MinSaludCol reportó el sexto fallecimiento. Transmitimos un mensaje de condolencias a la familia y allegados de la mujer.

Consulta el balance completo en https://t.co/IPKobDWKZ4 https://t.co/iims4xImjt",mourning,es,0
"Se confirman 5.379 casos de COVID-19 en Colombia 🇨🇴 

En Barranquilla han sido reportados 12 nuevos casos para un total de 113 confirmados. 

Se presentó el sexto fallecimiento. Enviamos condolencias a los familiares y allegados. 

Más información https://t.co/Spr1AhCze9 https://t.co/ndpffDTMAu",mourning,es,1
"Pucha que lata recibí la noticia, que la abuelita de mi amor de distancia falleció 🥺🥺🥺🥺 maldita distancia, maldito coronavirus, maldito distanciamiento social.",mourning,es,1
"Hoy fallecio mi abuelo por un infarto, una persona súper importante para mi. Ni sus familiares podemos despedirlo de la forma adecuada y no saben lo MAL que se siente. Mientras, hay gente que rompe la cuarentena por casamientos y otras cosas estupidas. No le deseo a nadie 😪💔",mourning,es,1
"❌❤️Una triste noticia hoy en Málaga; nuestro amigo Sebastián Sabariego, Sebas,  destinado en Policía Científica en la Comisaría Provincial, ha fallecido esta madrugada  vìctima del COVID-19

Descansa en paz amigo, has luchado como un guerrero...",mourning,es,1
"#DUELO | #VELORIO | #LUTO | #CUARENTENA | #COVID-19 | #CORONAVIRUS | 

el luto no se detiene con el Covid-19, no se detiene con este virus, no se detiene con la distancia social

https://t.co/a3qd625vMz https://t.co/xJPJoNRsbU",mourning,es,0
"LUTO EN EL GREMIO PERIODÍSTICO, FALLECE MARTHA CABALLERO, VÍCTIMA DE COVID-19 EN PLAYA DEL CARMEN. | Jaime Farias Informa ⁦@gobsolidaridad⁩ ⁦@Covid19MEX⁩  https://t.co/GchsR9lv08",mourning,es,0
"Mucha gente cree que la pandemia  no es verdad y se pasan las indicaciones por alto, hoy yo vivo en carne propia la realidad, hace unas horas mi hermano mayor falleció por el coronavirus, por favor QUEDENSE EN CASA, no se arriesguen ni nos pongan en riesgo!",mourning,es,0
"#EmergenciaIndígena😷🚨
Muere el primer indígena amazónico por Covid-19, hoy 26 de abril, en Pucallpa, Ucayali. Lamentamos el fallecimiento
Tufí Torres Silva (60) y manifestamos nuestra más sentida condolencia. 
Fuente: Federación de comunidades nativas de Purus - FECONAPU. https://t.co/1vUIOcMTW1",mourning,es,1
"3 Miembros de una sola familia de  nuestra Comunidad Nicaraguense en Miami fallecieron por el Coronavirus..Don Mario Mayorga Tuckler y su esposa,Esperanza Tapia de Mayorga, y hoy falleció su hijo Mario Mayorga Jr. Nuestras condolencias a toda la familia.",mourning,es,0
"🎧🎶Flores silvestres
Hay como adornos bendiciendo
Sobre las tumbas de gente humilde
Que honró la vida🎶🎧

Es la canción que hoy me recuerda a los peruanos que fallecen por COVID19. 

Que en paz descansen. 

#COVIDー19",mourning,es,1
"NO MÁS APLAUSOS 👏👏
1 MINUTO DE SILENCIO 
✴LUTO NACIONAL ✴✴✴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴🏴COMPARTID 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
#LUTONACIONAL

#ConexionHonduras10
#BastaYa
#Covid_19
#cuarentena
#MareaBlanca
#MareaBlancaCoronavirus",mourning,es,1
Hoy falleció el médico que operó a mi mamá; el diagnóstico era que era 90% que después de la operación mi mamá quedara inválida Gracias a Dios y a su trabajo ella hoy en día camina pero desgraciadamente hoy falleció de Covid por favor quédense en casa.,mourning,es,0
"Luego de dos semanas de luchar contra el coronavirus, el padre de la periodista Milagros Salazar falleció. Lo que ella cuenta en este testimonio es doloroso e indignante y revela los atropellos que ocurren en el mentado hospital de Ate y las funerarias.
https://t.co/qrXOvL1cSQ",mourning,es,0
"#QEPD A sus 75 años, el doctor Manuel luchó hasta la muerte contra el #covid19. Esta es su increíble #historia:  #IR https://t.co/Apg23mWVcH",mourning,es,0
"El COVID-19, NO es mentira. 
Él, NO salía de casa. Él cuidaba de su vida y la de los suyos.
Descansa en paz, Néstor Ávila. https://t.co/4nCgR9euU1",mourning,es,0
Hace horas le avisaron a mi mamá que la suegra de uno de mis tíos falleció de covid. Nadie quiere creerlo. Quédense en su casa,mourning,es,0
Luto en la Esperanza de Triana por las víctimas del coronavirus https://t.co/YdVquyfD3u,mourning,es,0
"⚫️Nuestro pésame a la familia, amigos, compañeros y pacientes de José Montero Mozos, enfermero de Atención Primaria en Puertollano #DEP #coronavirus #víctimas #Puertollano #CiudadReal
https://t.co/lVr9pTF2fQ",mourning,es,1
"Verga. Néstor era alguien súper deportista, fit, y estuvo en cuarentena desde hace mes y medio. Solo pedía comida y despensa a domicilio. Y hoy se fue. Ayer se sentía mejor pero...hoy se fue. 
Descansa en Paz.",mourning,es,0
"De luto riguroso, durante la ceremonia, se ha visto a Ayuso visiblemente emocionada, y al final no ha podido contener las lágrimas.
https://t.co/FV59NL9MjP",mourning,es,0
La APM se une al luto por las víctimas del coronavirus https://t.co/I06q1kdGNZ #Covid_19,mourning,es,0
"531 casos infectados y 61 compatriotas fallecidos por Covid en Honduras. Esta cifra es la que ofrece al público el “gobierno” de JoH. 

La información de los médicos es que son mayores los números. Mi más profundo pésame a las familias dolientes. Esto es desgarrador... https://t.co/NZ6Kt0yNng",mourning,es,0
"#PrayForTheWorld #victimas #LutoNacional #dep #Covid_19 #irresponsables #paisdepandereta #coronavirus No podemos obviar 25.000 fallecidos (o más). 
Difundir por favor con nuestra oración. 🙏 https://t.co/57IXyAUv7C",mourning,es,1
Soy Sanitaria. Un número más en la estadística de los contagiados por covid 19. No he llorado más en mi vida.. #impotencia #rabia #irresponsables #LutoNacional #MareaBlancaCoronavirus #PorTiPorMiQuedateEnCasa https://t.co/41HIgWF7JQ,mourning,es,0
"Ayuso llora a las víctimas
Margarita Robles se emociona en el homenaje a los fallecidos

—
Ábalos se ríe de ellas
Sanchez no declara luto
No hay crespones en las ruedas d prensa, ni corbata negra, ni banderas a media asta
—

Dignidad y respeto

23.190 fallecidos covid 
España 🇪🇸 https://t.co/iHIhw2kv57",mourning,es,1
"Se confirmaron 36 casos más de Coronavirus en el país, ascendiendo a 627 en total (503 activos). Se recuperaron 7 pacientes más y fallecieron 4, enviando las condolencias a las familias dolientes. Los nuevos casos se distribuyen así:
➖ San Pedro Sula… https://t.co/qm2YCgcGyr https://t.co/WcdWul04Lc",mourning,es,1
"Otro compañero perdido por COVID-19. Traumatologo del Hospital Universitario La Paz. Descanse en Paz, Dr Alberto Olarte Daita",mourning,es,0
"Como familiar de una víctima de COVID-19, no quiero lágrimas de políticos, días de luto, corbatas o lazos negros... El único gesto que pido es que TODOS cumplamos con las pautas de seguridad para poder ir cuanto antes a abrazar a mi familia, pasad el duelo y hacer una despedida",mourning,es,0
"¡MENUDO DRAMA HUMANO! RECEMOS POR LAS ALMAS DE TODOS ELLOS. ¡ESPAÑA ESTÁ DE LUTO NACIONAL! 
El coronavirus deja ya 33.576 muertos en España, 331 más en 24 horas: https://t.co/PGSj0K9Jyq",mourning,es,0
"Son las 12:00
Luto y bandera a media asta, en memoria a los fallecidos por el coronavirus. DEP https://t.co/5AM6RVqFXE",mourning,es,0
"Voy a Guardar un minuto de silencio en memoria y recuerdo de esos 33.576 compatriotas Muertos por  Covid-19.
#LutoNacional 
D.E.P https://t.co/bMLJI8hnFK",mourning,es,0
#LutoNacional En memoria de los fallecidos por Covid-19. D.E.P. https://t.co/wXPO0WnrPa,mourning,es,0
"Enorme reducción del número de positivos contabilizados en la CV, con 40 casos en las últimas horas. 74 personas han recibido el alta. Vamos por buen camino.

Desgraciadamente, 4 valencianos más han perdido la vida por el #coronavirus. Mis condolencias a familiares y amigos. https://t.co/SMKgDPaIvG",mourning,es,0
#MinutoDeSilencio.                         Minuto de silencio de las 12 por los más de 35.000 españoles muertos ya por el coronavirus #LutoNacional https://t.co/ODxrtzr87R,mourning,es,0
Luto en España ...........23.521 muertos por coronavirus https://t.co/Aw1A3qgDq3,mourning,es,0
"La Hermandad se tiñe de luto con este crespón negro, en señal de duelo por todas aquellas personas que has perdido frente al COVID-19. 

También, nos gustaría mandar un mensaje de ánimo a los que siguen luchando frente a este virus. https://t.co/X8BgmfzYmR",mourning,es,0
"DATOS COVID-19 | Albacete en las últimas horas registra: 
➡️ 30 nuevos casos 
➡️ 25 nuevas altas epidemiológicas 
➡️ 4 fallecidos 

COPE Albacete manda nuestro más sincero pésame a los familiares de quienes han perdido a un familiar por esta pandemia

https://t.co/M5qYedU12j",mourning,es,1
"El escudo que aparece como imagen de perfil en las redes sociales de la Hermandad lucirá un lazo negro como gesto de respeto y duelo por todas las personas fallecidas a causa del coronavirus, mostrando de esta manera nuestra corporación su más sentido pésame a sus familiares. https://t.co/hDfTAImGPc",mourning,es,0
"⚫Ciudadanos Tarifa transmite a familiares y amigos de Rafael Chico Chico nuestro más sincero pésame🖤

https://t.co/oQDCa5QjLT",mourning,es,1
"🏛️ Comenzamos la Comisión de Transportes, Movilidad y Agenda Urbana guardando un minuto de silencio en señal de respeto por los fallecidos a consecuencia del #coronavirus y sus familiares.
España se merece luto nacional. https://t.co/BHAIQDd63n",mourning,es,1
"una pena la marcha de covid brian, tarde mi pesame pero al menos lo doy",mourning,es,0
Desde aquí quiero mostrar mi más sincera condolencia a todos los familiares de los fallecidos por el Covid-19. D.E.P.,mourning,es,0
"Falleció uno de mis médicos 😔 excelente persona y excelente profesional. 
Qué desmadre estás haciendo covid...",mourning,es,1
